,Open,High,Low,Close,Adj Close,Volume,Returns,Daily_Return,Typical_Price,Typical_Price_Return,Volume_Log,Volume_Differencing,Volume_Differencing_10,Volumne_Percent_Change,MA_5,Volumne_MA_200,Close_EMA_50,Momentum_AwesomeOscillatorIndicator,Momentum_KAMA,Momentum_PercentagePVolumneOscillator,Momentum_ROC,Momentum_RSI,Momentum_StochRSIIndicator,Momentum_TSIIndicator,Trend_ADX,Trend_AroonIndicator,Trend_CCI,Trend_DPO,Trend_EMA,Trend_MACD,Trend_MI,Volumne_CMF,Volumne_EOM,Volumne_FI,Volumne_MFI,Volumne_VWAP,Volume_CMF,Volume_EOM,Volume_FI,Volume_MFI,Volume_VWAP,Volatility_ATR,Volatility_BB,Volatility_DonchainChannel,Volatility_UlcerIndex,Mkt-RF,SMB,HML,RF,SP500,DEXJPUS,DEXUSEU,CBBTCUSD,ADS_Index,ADS_Index
2020-10-02,132.25,135.19500732421875,130.50999450683594,130.62249755859375,130.29026794433594,55249600.0,-5.508453369140625,-0.04140900739111064,132.10916646321616,-2.9957237327721487,17.827371658516924,2749200.0,-14596400.0,0.052365315311883265,17.897091341965854,0.05429979007355734,0.07836038906443865,5.274538623585414,132.16751646250773,-1.7398132225682512,4.376923618568671,54.57699959533257,0.48842354945619265,11.684775960607361,22.876236396777244,85.0,97.12677378721722,-2.2278739929199247,128.17294210369207,2.7734855664217264,26.4366393615157,0.056780739640634466,-27.68628911204785,20920292.055011548,53.95084253308178,126.59043489553815,0.056780739640634466,-27.68628911204785,20920292.055011548,53.95084253308178,126.59043489553815,5.656030975154788,14.26581660876425,16.226180355170634,11.805816774197863,-0.96,1.09,2.45,0.0,3348.44,105.36,1.1706,10577.92,1.06053,1.06053
2020-10-05,132.36000061035156,136.4425048828125,132.2274932861328,136.4250030517578,136.07803344726562,47982000.0,5.7877655029296875,0.04346370480208339,135.03166707356772,2.188072239069161,17.686336498542083,-7267600.0,-24122400.0,-0.13154122382786482,17.864845201875603,-0.08557303651384507,0.12071403988832152,5.951553053014422,132.48366877242407,-3.600248659144122,9.459622668951742,60.04929475553753,0.8608592100230773,12.991132080714173,22.62675668105419,95.0,127.84711307818834,-5.480374526977542,128.9588526701745,3.101811013454281,26.329466629826886,0.06912175863537572,13.023106527783117,45443675.532915026,61.379371110549585,127.05793226993465,0.06912175863537572,13.023106527783117,45443675.532915026,61.379371110549585,127.05793226993465,5.664229792607986,15.627144687981337,16.16121082687205,11.495958204037269,1.93,1.02,-0.1,0.0,3408.63,105.7,1.1784,10800.0,0.999626,0.999626
2020-10-06,138.3000030517578,141.4199981689453,136.64999389648438,137.36500549316406,137.01564025878906,78442000.0,0.9376068115234375,0.006866585247540691,138.47833251953125,2.520454764017721,18.17787005616268,30460000.0,13796800.0,0.6348213913550915,17.920110355046642,0.490110432528289,0.12278092128196527,6.908323489918445,132.8375980856801,-1.1402033216098129,12.693564763774031,60.871694267294494,0.9168304061015461,14.292155799110414,22.78080980360551,100.0,158.20608337541717,-3.11212615966798,129.75943865331635,3.398683726387361,26.171653747235762,0.058426094770741434,28.58035940397823,48138151.340141125,67.16380102710269,128.09633070396256,0.058426094770741434,28.58035940397823,48138151.340141125,67.16380102710269,128.09633070396256,5.630768058836962,15.753494398414269,17.50989350122851,10.852236239041241,-1.28,0.74,0.26,0.0,3360.95,105.64,1.1778,10594.15,0.983085,0.983085
2020-10-07,139.99749755859375,141.1925048828125,138.63499450683594,139.63999938964844,139.28485107421875,41808400.0,2.2692108154296875,0.016426042722466505,139.82249959309897,0.9659888658996252,17.548607834243644,-36633600.0,-22892800.0,-0.46701511945131435,17.826409741098107,-0.20439596709038088,0.13508296824721477,7.593359419878794,134.15942788655164,-3.8766189530271395,11.558048859575502,62.86414572789112,1.0,15.976989144553174,22.927160270029265,90.0,152.00542411467958,-2.5316242218017635,130.70044443772895,3.7740258638591797,25.911209471330395,0.015777324026458626,5.375526470212036,52612027.86220172,66.50677340619472,128.58945839199086,0.015777324026458626,5.375526470212036,52612027.86220172,66.50677340619472,128.58945839199086,5.540604625377536,17.420541947674735,17.425066872545912,10.550108482111558,1.84,0.53,0.22,0.0,3419.45,105.97,1.1766,10671.23,0.96889,0.96889
2020-10-08,140.75,140.84500122070312,137.5800018310547,138.3874969482422,138.03553771972656,37890000.0,-1.2493133544921875,-0.009009952794604814,138.9375,-0.6349566421048891,17.450197782994785,-3918400.0,-35234000.0,-0.09372279254886573,17.772017325451266,-0.2791257181916934,0.11941879217796347,7.684602243760054,134.76981080623148,-6.6451856953213095,9.503269391167356,61.021826279900075,0.8808615267591168,16.849492004749038,22.92867050755996,90.0,122.7288124900954,-8.435123443603516,131.43254467682544,3.925173772662447,25.517310005057695,0.037909490471412476,-6.042688951170572,43081614.01771748,67.88897084037345,129.07720257775745,0.037909490471412476,-6.042688951170572,43081614.01771748,67.88897084037345,129.07720257775745,5.426824363591081,17.920640144927976,17.322469770967768,10.06415835256099,0.8,0.03,0.99,0.0,3446.83,105.98,1.1753,10926.71,0.957035,0.957035
2020-10-09,137.6699981689453,138.24249267578125,136.6074981689453,137.62750244140625,137.27745056152344,34689200.0,-0.758087158203125,-0.0055071072301267066,137.49249776204428,-1.0454837836921804,17.361938957279033,-3200800.0,-24112400.0,-0.08447611506993935,17.690087530562046,-0.34132583590793086,0.10834789448284621,8.234248239853798,135.00673221942708,-9.364226194031973,13.51891863250544,59.875190778029676,0.8067113009632605,17.258640778089365,22.80229633812085,90.0,93.14114864764291,-6.991748428344721,132.02254065440457,3.9382368314625467,24.951871742319437,0.060105838687377976,-8.424992966640215,36467783.97350313,69.1381641221317,129.64401746600456,0.060105838687377976,-8.424992966640215,36467783.97350313,69.1381641221317,129.64401746600456,5.244483084376371,17.626078256320014,17.149306032790363,9.477606224855208,0.93,0.01,-1.41,0.0,3477.13,105.72,1.1819,11059.3,0.947517,0.947517
2020-10-13,142.96499633789062,143.48500061035156,140.1875,142.4824981689453,142.12010192871094,34460400.0,0.2219696044921875,0.0015630661902292786,142.05166625976562,0.30552028092811767,17.355321396657747,-9014000.0,-27685600.0,-0.20734041182857033,17.465245776000483,-0.34778703264259625,0.13465858496065097,9.32350677041444,136.4319689172395,-12.25370230258553,10.676760688500725,64.48275026821071,1.0,20.318584770865446,23.38614623509248,80.0,115.17941017484046,-1.4272449493408317,133.9008659650692,4.5045720581444755,23.761533137273357,0.14462880045265428,5.155272276321747,47936305.32565604,66.26870804691094,130.44508912346362,0.14462880045265428,5.155272276321747,47936305.32565604,66.26870804691094,130.44508912346362,5.175539706183853,20.439473610873897,18.546450351740344,8.94883668602829,-0.41,0.17,-1.73,0.0,3511.93,105.55,1.1737,11434.36,0.92086,0.92086
2020-10-14,142.90499877929688,143.42750549316406,139.60000610351562,140.95249938964844,140.593994140625,27610000.0,-1.5261077880859375,-0.010796225817369276,141.32667032877603,-0.5116816772416932,17.133688583906338,-6850400.0,-41308400.0,-0.19879049575744911,17.388552582502243,-0.4775299858238614,0.11710906321330983,9.238140083761778,136.62667296314737,-14.989548133576868,8.133864817553588,61.8942311033846,0.7386852091973751,20.81782608209714,23.57362778712854,80.0,96.69319230196342,-0.3101188659667855,134.5724501007434,4.512512240220531,23.417223118400035,0.19036167390470163,-4.470653850342357,39347774.69498531,67.69449071563025,130.879057209463,0.19036167390470163,-4.470653850342357,39347774.69498531,67.69449071563025,130.879057209463,5.108137690357083,20.62563562345957,18.435875442428067,8.484463126240529,-0.65,0.09,0.02,0.0,3488.67,105.08,1.1755,11426.87,0.911096,0.911096
2020-10-15,138.1074981689453,140.0574951171875,137.67750549316406,139.6999969482422,139.34469604492188,26722400.0,-1.249298095703125,-0.008925571443716862,139.1449991861979,-1.5557472521646076,17.101012722958394,-887600.0,-25778000.0,-0.032147772546178954,17.323805346015863,-0.4944994677587726,0.10254817673721606,8.822522197050205,136.69862479020435,-17.367969901257197,5.627271959525721,59.778666766400654,0.5251158991221335,20.676411877289112,23.480630219668196,80.0,66.83072743464328,1.9841167449951058,135.0607878957433,4.3673938150087395,23.059809283210928,0.17684032057007804,-23.568469210271132,32412760.796392955,70.60979732978973,131.62092108170987,0.17684032057007804,-23.568469210271132,32412760.796392955,70.60979732978973,131.62092108170987,5.016480500663447,20.250672795247567,18.331714572663277,7.972661007330239,-0.08,0.9,1.15,0.0,3483.34,105.38,1.1701,11509.25,0.899689,0.899689
2020-10-16,140.36749267578125,141.21499633789062,137.9250030517578,138.11500549316406,137.76368713378906,24239200.0,-1.5810089111328125,-0.011410885863516462,139.08500162760416,-0.0431280302973569,17.003481715320437,-2483200.0,-31010400.0,-0.09292578510912197,17.259169549242912,-0.5414945606673033,0.08620369586703402,8.93924363080194,136.8155222310707,-19.73814761621703,2.0767990610044853,57.118049172383955,0.25652266657677497,19.841933156706848,23.49529844884936,80.0,60.999365169083845,2.0130031585693473,135.35166576216432,4.077488108639869,22.777225444187113,0.18946442967619972,9.535043547046758,25666885.97026699,73.30973211943764,132.40376831719902,0.18946442967619972,9.535043547046758,25666885.97026699,73.30973211943764,132.40376831719902,4.930156139936916,18.746683336797762,18.220858735011507,7.261398383245182,-0.06,-0.18,0.06,0.0,3483.81,105.41,1.1717,11329.33,0.886634,0.886634
2020-10-19,139.02999877929688,139.8350067138672,134.0675048828125,134.9774932861328,134.6342010498047,29806800.0,-3.129486083984375,-0.022978326314766484,136.2933349609375,-2.027583099391528,17.210247113364193,5567600.0,-18175200.0,0.22969404930855797,17.16778936721301,-0.4366724020996515,0.05897358127673824,7.95565629846908,136.7916037080203,-20.534740635913117,-0.8575496343528237,52.168269717054244,0.0,17.716668633886627,22.986166047673695,80.0,22.87041623418179,-3.9997531890869027,135.31603028825657,3.553601033190091,22.673566527139638,0.10489484781922052,-50.67169309700109,14315830.27285689,69.23175946055113,133.1993803821973,0.10489484781922052,-50.67169309700109,14315830.27285689,69.23175946055113,133.1993803821973,4.9720234244928045,17.653399869250595,17.34111641355493,6.781326055416177,-1.53,0.35,0.31,0.0,3426.92,105.42,1.1788,11765.09,0.837797,0.837797
2020-10-20,135.8350067138672,137.99749755859375,135.07000732421875,136.4550018310547,136.10792541503906,22921200.0,1.473724365234375,0.010886661339768011,136.50750223795572,0.15701368310789832,16.947572804461227,-6885600.0,-55520800.0,-0.2310076895205121,17.08355438037579,-0.5666685433297238,0.06761108718381359,6.913318499396837,136.78858194821194,-22.458334050229485,4.465160582191925,54.1818959360755,0.1635169433786757,16.442300021756495,22.502490266556812,65.0,20.20806902198918,1.2988773345947209,135.42450376852307,3.2205152479375556,22.61802547843624,0.04252036091617342,-5.332342984843183,16177776.804952735,68.02766245766087,133.85539613503062,0.04252036091617342,-5.332342984843183,16177776.804952735,68.02766245766087,133.85539613503062,4.874422466891211,16.696908497245218,17.276452719119106,6.307780334855473,0.34,-0.24,1.26,0.0,3443.12,105.56,1.1824,11917.34,0.81862,0.81862
2020-10-21,136.25,137.9149932861328,134.77499389648438,135.24749755859375,134.90350341796875,21959600.0,-1.2044219970703125,-0.008888406896615741,135.97916158040366,-0.3877924242310371,16.904714959503462,-961600.0,-19848800.0,-0.041952428319634194,17.039566542607346,-0.5844736862222664,0.055755583998516434,6.079235391055846,136.71428021604376,-24.166637318552738,-0.863115606981026,52.24609816164825,0.0063200753187023844,14.828638714734026,22.002708399831047,65.0,3.5257728707794254,1.5383800506591854,135.4076460342441,2.8265244457577694,22.578383506299602,0.08948936235834118,-2.699059518831771,12111673.221477885,70.82143647363316,134.68030695896442,0.08948936235834118,-2.699059518831771,12111673.221477885,70.82143647363316,134.68030695896442,4.787701313029072,13.712206528972285,17.187352733418983,5.3921381037259835,-0.36,-0.47,0.41,0.0,3435.56,104.58,1.187,12836.37,0.798026,0.798026
2020-10-22,135.22500610351562,136.11749267578125,132.3175048828125,133.61000061035156,133.2701873779297,29048000.0,-1.6333160400390625,-0.01218118176511851,134.01499938964844,-1.454992089238516,17.18446019207631,7088400.0,-8842000.0,0.32279276489553554,17.057906015067363,-0.45041432909548695,0.041218435485042004,5.137433758903967,136.5508554442746,-23.87011246270554,-2.733596427511785,49.65521878102469,0.0,12.724565993198203,21.19773401524953,65.0,-49.339930450727856,3.3068740844726676,135.23644170815908,2.3550045513610485,22.584502467590834,0.06594802060793568,-27.831362969047362,6428084.214428652,66.18519146535189,135.64649637057542,0.06594802060793568,-27.831362969047362,6428084.214428652,66.18519146535189,135.64649637057542,4.738315637026056,10.996567791412621,15.423620576595749,4.616429807653857,0.67,0.61,1.03,0.0,3453.49,104.88,1.1824,12977.02,0.776007,0.776007
2020-10-23,134.5,135.9324951171875,132.91250610351562,135.90249633789062,135.5568389892578,23348400.0,2.286651611328125,0.01701247670683248,134.91583251953125,0.6699391756161965,16.966039017247468,-5699600.0,-11340800.0,-0.1962131644175158,17.050920930671566,-0.5581598722326517,0.056635544724740416,3.813117756563088,136.5416342899292,-24.75476441270064,-2.6765275480478663,53.15746324854051,0.23619875436059354,11.81956317507194,20.43300834989709,60.0,-44.436346589035054,1.696121978759777,135.29987548241922,2.1416196260235836,22.56531501942164,0.027218918012335724,2.651587593016113,10913610.217328118,64.88525861967243,136.26845849869855,0.027218918012335724,2.651587593016113,10913610.217328118,64.88525861967243,136.26845849869855,4.6523993058583475,9.7246961499288,11.694227681827298,4.136264064669618,0.38,0.41,0.03,0.0,3465.39,104.78,1.1844,12943.03,0.752554,0.752554
2020-10-26,134.27000427246094,136.92750549316406,130.38499450683594,131.41250610351562,131.0782928466797,33689600.0,-4.478546142578125,-0.03359622830529929,132.90833536783853,-1.4991438338090468,17.332699742352915,10341200.0,-9784800.0,0.4429082935019102,17.081016501496716,-0.3625894561167997,0.020856308104379773,2.789851940379407,135.67372472603014,-22.878424689733354,-5.040188599794716,46.355765867796286,0.0,8.973685580822067,19.44818152470113,55.00000000000001,-103.5145379200145,0.8830024719238168,134.92964982728554,1.5918559236463636,22.687571108557012,-0.06497934178483242,-14.880565624126522,-4532064.565274559,59.820779652446596,136.61694693534648,-0.06497934178483242,-14.880565624126522,-4532064.565274559,59.820779652446596,136.61694693534648,4.7469048898818365,9.444040869640508,10.349590909359476,3.993544405152063,-1.85,-0.28,-0.39,0.0,3400.97,104.86,1.1816,13072.95,0.674579,0.674579
2020-10-27,133.05999755859375,134.4199981689453,131.9149932861328,133.96749877929688,133.62680053710938,25052000.0,2.5485076904296875,0.01925604381266055,133.43416341145834,0.39485153830263187,17.03646422262744,-8637600.0,-9408400.0,-0.2563877279635258,17.097155339213447,-0.5257026669929117,0.03904577029149081,1.8824094884535896,135.51315500969403,-23.19808060011451,-2.6593548507265767,50.2562667476357,0.2151764901254198,7.670557321420296,18.51259604076497,50.0,-94.10616711229237,5.429994964599615,134.83801639414378,1.3468056475026629,22.75489119127808,-0.059212345951946306,-4.887162058957846,1995529.8231965294,57.94302935923873,136.88915482236126,-0.059212345951946306,-4.887162058957846,1995529.8231965294,57.94302935923873,136.88915482236126,4.659934248659229,9.149230898854736,9.573928339795067,3.831808906381678,-0.23,-0.07,-2.33,0.0,3390.68,104.44,1.1834,13698.18,0.647448,0.647448
2020-10-28,131.97999572753906,132.60000610351562,126.08999633789062,126.2699966430664,125.9488296508789,37652000.0,-7.677970886230469,-0.059175133224176335,128.31999969482422,-3.9081056491352406,17.44389663164925,12600000.0,10042000.0,0.5029538559795625,17.20860856136978,-0.287270606079696,-0.019861763908361585,0.3887711917652723,134.12179596606225,-20.243017387116268,-11.2399820618587,40.66344558103205,0.0,3.1977705968016648,18.308738513644084,-55.0,-200.20215907741223,6.104248428344732,134.0220145130888,0.525420723445734,22.9127755201082,-0.1683159831560031,-66.09071647867277,-25797030.201236434,51.22149858725434,136.68704071283182,-0.1683159831560031,-66.09071647867277,-25797030.201236434,51.22149858725434,136.68704071283182,4.82081265829658,11.378635793299393,12.75496958316099,4.420274055392518,-3.41,0.01,0.58,0.0,3271.03,104.33,1.1751,13280.0,0.619908,0.619908
2020-10-29,128.38499450683594,131.92750549316406,127.5,130.24000549316406,129.90875244140625,32008000.0,3.9599227905273438,0.030956589125568534,129.88917032877603,1.2154409167690616,17.28149642951921,-5644000.0,5285600.0,-0.14989907574630834,17.228307075469782,-0.39443464094181835,0.01052030057675224,-0.7170516518985721,133.87120426449582,-19.016508046058334,-8.592278232843025,46.35121941899683,0.23878840766608794,1.3479259986069638,18.115073862879246,-55.0,-140.3055287840008,4.869499588012701,133.66182317785788,0.19259368866880777,23.05751218430131,-0.16379165424018943,5.100754206578004,-11238070.822649557,49.71198464532385,136.42128884682876,-0.16379165424018943,5.100754206578004,-11238070.822649557,49.71198464532385,136.42128884682876,4.862647467886633,12.06382892996885,12.782643164698849,4.819770221318192,1.13,0.18,0.27,0.0,3310.11,104.69,1.1658,13460.0,0.59195,0.59195
2020-10-30,128.5,129.36500549316406,123.0,125.33999633789062,125.0212173461914,41682000.0,-4.887535095214844,-0.038348838040719535,125.90166727701823,-3.1180367077539017,17.545579938903074,9674000.0,17442800.0,0.3022369407648089,17.342362726409682,-0.21239854968867233,-0.02644857448938942,-2.260676395191865,133.12841688338258,-15.57910500757356,-11.076428668780595,41.112940331591574,0.018871027364685225,-2.042865842877155,18.383092727162406,-65.0,-198.41359778395818,3.881122207641596,132.86926824071816,-0.4612469542542499,23.241155988904143,-0.10714631608724133,-53.923577677979935,-29619414.707169354,50.79051153316184,136.13296633959868,-0.10714631608724133,-53.923577677979935,-29619414.707169354,50.79051153316184,136.13296633959868,4.981515369150505,13.513636036880927,15.082587489754799,5.444731653459631,-1.45,-0.8,1.87,0.0,3269.96,104.54,1.1647,13582.97,0.563563,0.563563
2020-11-02,126.57749938964844,128.36749267578125,123.94999694824219,125.80750274658203,125.4875259399414,29965200.0,0.46630859375,0.003722897063135555,126.04166412353516,0.11113361099690522,17.215547266305677,-11716800.0,158400.0,-0.28109975529005327,17.32022195154504,-0.43403834076145575,-0.02194215609477901,-3.6285964068244425,132.6911081342352,-15.406725953553648,-9.94452004663051,41.788881308751364,0.05300961316454418,-4.4536001202958255,18.63771064823141,-65.0,-161.7076349025858,2.8270057678222713,132.19671914603853,-0.930964930161565,23.453700175393173,-0.18738523754274058,-0.35024152837127087,-25464334.92194182,49.342613908130225,135.76407224162685,-0.18738523754274058,-0.35024152837127087,-25464334.92194182,49.342613908130225,135.76407224162685,4.953314387069932,15.007952065605151,15.14177210982473,6.040971271160118,1.17,0.54,0.98,0.0,3310.24,104.8,1.1634,13573.93,0.475625,0.475625
2020-11-03,127.08499908447266,131.0500030517578,126.02749633789062,130.19500732421875,129.86387634277344,27290000.0,4.376350402832031,0.03428043807152914,129.09083557128906,2.390378833850626,17.12203089268452,-2675200.0,4368800.0,-0.0892768945309893,17.33358508360534,-0.4848331403046465,0.01168463502476147,-4.569235274370968,132.61318528297735,-15.768817030409663,-5.7343502544604465,47.84006883975172,0.375440241529242,-4.527143122039637,18.476870456281098,-65.0,-96.61474525157563,0.04799346923829262,132.00607992491285,-0.9383679372271558,23.647411138122173,-0.08609410822367908,43.8020905201996,-11635826.841403928,44.94256588509528,135.1323530339342,-0.08609410822367908,43.8020905201996,-11635826.841403928,44.94256588509528,135.1323530339342,4.967773682975225,15.323505554010497,15.182002926084099,6.3412839211905805,1.93,1.01,-0.19,0.0,3369.16,104.5,1.1724,14050.59,0.445227,0.445227
2020-11-04,133.8925018310547,138.27499389648438,133.3699951171875,137.9425048828125,137.59165954589844,41022800.0,7.727783203125,0.057803513094379255,136.52916463216147,5.602194383318615,17.52963856766461,13732800.0,19063200.0,0.5032172957127152,17.3533810585232,-0.22684007888482294,0.06887357055803967,-3.647265826954566,132.67187344540613,-12.647960153840321,2.1966711075262677,56.449200468649686,0.9593518798541097,-1.5062538267202237,17.68270300627433,-65.0,25.75605942124201,1.6103767395019588,132.5714537304271,-0.31544036900353944,23.827604085778162,-0.015090768335433885,87.09000704882997,19741303.605080225,44.78250386489773,134.91012810654476,-0.015090768335433885,87.09000704882997,19741303.605080225,44.78250386489773,134.91012810654476,5.123384327439745,15.14179147652095,15.191558874848202,6.381185123356326,2.25,-1.49,-5.02,0.0,3443.44,104.39,1.173,14160.0,0.414252,0.414252
2020-11-05,141.625,143.38999938964844,139.91000366210938,141.60000610351562,141.23985290527344,31902800.0,3.648193359375,0.026169219710435954,141.63333638509116,3.6703327887768644,17.278204338197806,-9120000.0,2854800.0,-0.22231539534112732,17.3527691296135,-0.39914733117324097,0.09304735304045142,-1.805420617496253,132.956726102687,-12.180597197283602,3.770476863010842,59.82076672415312,1.0,2.132124802138198,17.4356945629296,-65.0,104.90200808372809,0.24224700927734943,133.43131586119742,0.4679695367434533,23.99159248806652,0.014238074583229602,63.567146233162696,28973991.82781998,50.59321113505974,135.01018897210292,0.014238074583229602,63.567146233162696,28973991.82781998,50.59321113505974,135.01018897210292,5.139589836409555,15.589198812890723,15.17348438449699,6.379535908004144,2.13,1.0,0.52,0.0,3510.45,103.67,1.1809,15636.6,0.382688,0.382688
2020-11-06,141.09750366210938,145.8874969482422,138.9499969482422,145.6199951171875,145.2496337890625,38334800.0,4.0097808837890625,0.02799434487582797,143.48582967122397,1.299470238851086,17.46186865779705,6432000.0,14986400.0,0.20161239765788586,17.333100972639553,-0.27807485221125494,0.11863560394700068,0.8452473808737295,133.4523153914352,-10.184025593342323,7.669271332802322,63.19352248036963,1.0,6.297260087582749,17.422799068884434,25.0,121.93749781944409,-1.794874572753912,134.592142457006,1.3971021245390887,24.21519582056219,0.05720494489437033,13.9120886704646,40891275.92434271,56.68369233439704,135.39399912417977,0.05720494489437033,13.9120886704646,40891275.92434271,56.68369233439704,135.39399912417977,5.229485344589078,16.922174686467255,16.903008047008537,6.371391134193507,0.01,-0.86,-0.93,0.0,3509.44,103.32,1.1886,15596.33,0.350523,0.350523
2020-11-09,145.52499389648438,146.9149932861328,136.1074981689453,136.3074951171875,135.96080017089844,58297600.0,-9.288833618164062,-0.06608726433201895,139.77666219075522,-2.619040364295966,17.881071484092573,19962800.0,24608000.0,0.520748771351357,17.488504502847988,0.09670565405702991,0.045167671380238916,3.4012256846708624,133.49694292868585,-4.139787302991521,2.018931587840249,52.25128105460382,0.5143273822519653,5.9490296566161085,17.07424612657751,25.0,68.62026160903676,0.7952461242675781,134.7555093770233,1.3662561221049998,24.599773518213155,-0.062492183447941,-16.8237028824355,-14707550.35416612,48.234639755221686,135.37029411411058,-0.062492183447941,-16.8237028824355,-14707550.35416612,48.234639755221686,135.37029411411058,5.508385833218999,16.328153843415663,17.700747553014317,6.52989056011508,0.86,0.8,6.73,0.0,3550.5,105.58,1.1811,15334.37,0.2519,0.2519
2020-11-10,136.06500244140625,136.06500244140625,126.28250122070312,127.69999694824219,127.37519836425781,64406800.0,-8.585601806640625,-0.06522956128456059,130.01583353678384,-7.238963926929909,17.980729775562455,6109200.0,39354800.0,0.10479333626084086,17.66124332222212,0.207848792996987,-0.02003162759213084,3.71815252865062,133.39374402531445,1.5031084933898538,-6.035576689669328,44.56942603485969,0.17336738224548537,2.6786419145825477,16.65204950095152,25.0,-73.16434709154056,-2.9556190490722543,134.08355581237745,0.6398811252723533,25.000779065774505,-0.1485204146027944,-157.01222023353046,-66105061.08878143,40.90767653508881,134.50801284083343,-0.1485204146027944,-157.01222023353046,-66105061.08878143,40.90767653508881,134.50801284083343,5.734216236382268,16.276304555619753,17.798114886975647,7.0859970260861145,-0.17,1.56,2.17,0.0,3545.53,105.36,1.181,15325.25,0.220409,0.220409
2020-11-12,134.7899932861328,137.66000366210938,133.16000366210938,134.5675048828125,134.22523498535156,36581200.0,0.386505126953125,0.0028836803560219337,135.1291707356771,1.836002575115625,17.4150450052003,-3893200.0,4573200.0,-0.09618919613385246,17.678741559221294,-0.3153967937067379,0.03019704753211916,1.1370661118451153,133.4279844598917,0.06969940704980138,0.4478743792209614,50.81011929404574,0.4503612552388589,2.1712975251589643,15.540866877717514,24.999999999999993,18.13679299361078,-7.502878570556646,134.13795595244008,0.5581221705052428,25.56107619739288,-0.12426702005668808,42.97803753418444,-30163581.82131851,50.876360231037275,133.9805082743755,-0.12426702005668808,42.97803753418444,-30163581.82131851,50.876360231037275,133.9805082743755,5.716005588210486,15.233391264174529,17.877311262049762,7.478587610495667,-0.94,-0.23,-1.19,0.0,3537.01,105.16,1.1814,16319.72,0.16023,0.16023
2020-11-13,136.2725067138672,136.6875,130.59249877929688,132.97000122070312,132.6317901611328,34631200.0,-1.59344482421875,-0.011942453167056222,133.41666666666666,-1.2754078033262672,17.360265567814043,-1950000.0,-7050800.0,-0.05330606978447949,17.66306415986617,-0.351744062523925,0.017250424449570367,-0.7548965902889506,133.41582058734232,-1.163514071315974,5.306093890677728,49.31861201652635,0.3841605367866622,1.5641057377335268,15.09712497822608,25.0,-7.000337608619071,-3.2756195068359375,134.02672216846514,0.4068600755849445,25.84207406342175,-0.10267338830468262,-31.151615310180304,-32559761.535787433,50.1978118281792,133.77587952809873,-0.10267338830468262,-31.151615310180304,-32559761.535787433,50.1978118281792,133.77587952809873,5.7349553698351174,14.972822465055849,17.911756235371563,7.696275977322386,1.31,0.62,1.14,0.0,3585.15,104.61,1.1824,16339.59,0.13152,0.13152
2020-11-16,131.72500610351562,136.4949951171875,131.55999755859375,135.15249633789062,134.80873107910156,41377600.0,2.17694091796875,0.016280173174669343,134.40249633789062,0.7361938650479516,17.538250229566312,6746400.0,11412400.0,0.19480699484857578,17.58813907349833,-0.22660449437261387,0.032572385929765524,-2.314807981603309,133.47260676586905,-0.782222941195021,3.771875489504955,51.41686013880373,0.47729151595074426,1.7406567492747653,14.675570173709218,25.0,13.191488320625727,-8.184378814697254,134.13393875602947,0.4578154797895593,26.013671362917023,-0.0458273096741308,4.621574217783834,-20858221.393242203,55.25172882728061,133.70687127667415,-0.0458273096741308,4.621574217783834,-20858221.393242203,55.25172882728061,133.70687127667415,5.694957479273048,14.979942452163675,17.910582437703553,7.77360690574352,1.22,0.77,1.99,0.0,3626.91,104.54,1.1844,16714.58,0.0531924,0.0531924
2020-11-17,135.52499389648438,135.96249389648438,133.03750610351562,134.22250366210938,133.881103515625,31202800.0,-0.9276275634765625,-0.006904848115365958,134.40750122070312,0.0037237326427685957,17.25601839234274,-10174800.0,3912800.0,-0.24590116391477512,17.422459523667342,-0.41700392392150454,0.024444065549178218,-1.6682714574477302,133.48313728025556,-2.526251128851246,7.086730160956247,50.458229551510236,0.423235635589247,1.5940830434892277,14.275093109418199,25.0,15.733959975498136,-7.605247497558594,134.14237350898946,0.41833308467627717,26.089137742909088,-0.051810940599280486,4.429305843715797,-21635378.923777916,55.74702444384146,133.64807056752957,-0.051810940599280486,4.429305843715797,-21635378.923777916,55.74702444384146,133.64807056752957,5.556458994957834,14.866779496638657,17.925568015327784,7.911837432004593,-0.19,0.6,-0.01,0.0,3609.53,104.2,1.1862,17660.9,0.0328763,0.0328763
2020-11-18,134.65249633789062,136.0574951171875,131.85000610351562,134.28750610351562,133.94593811035156,51092400.0,0.0648345947265625,0.0004841527248284905,134.06500244140625,-0.25514640078938555,17.749146316128485,19889600.0,10069600.0,0.6374299742330816,17.478483312782746,-0.04807667047803166,0.023938732277277053,-1.1971320657169144,133.4954286700421,0.1350825310096557,6.7404591711951625,50.52765888815325,0.4263799972811263,1.4958281568548244,14.01035924132477,25.0,11.250182903319274,-3.16974334716798,134.1561956608491,0.3878176355723326,26.113881690885773,-0.018481406817769046,-4.498395662898529,-19258568.47986529,53.59488399132392,133.60817016957265,-0.018481406817769046,-4.498395662898529,-19258568.47986529,53.59488399132392,133.60817016957265,5.4890104958935355,14.83204598633916,17.93201964217652,8.020979907293295,-0.93,-0.03,0.01,0.0,3567.79,103.72,1.1869,17802.82,0.015846,0.015846
